document_number,fiscal_year,fiscal_period,company_code,company_name,profit_center,profit_center_description,customer_id,product_id,revenue,cost,currency,source_updated_at
DOC0000000171,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000228,MAT00074,70522.33,41244.00,UYU,2025-06-20T02:51:00Z
DOC0000000172,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000119,MAT00073,48108.88,27905.61,ARS,2025-06-21T02:52:00Z
DOC0000000173,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000363,MAT00030,41244.58,27220.59,ARS,2025-06-22T02:53:00Z
DOC0000000174,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000340,MAT00015,15604.73,9970.22,ARS,2025-06-23T02:54:00Z
DOC0000000175,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000044,MAT00060,53804.77,39047.77,ARS,2025-06-24T02:55:00Z
DOC0000000176,2025,8,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000292,MAT00009,23657.98,14747.10,ARS,2025-06-25T02:56:00Z
DOC0000000177,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000174,MAT00089,40453.05,30401.50,ARS,2025-06-26T02:57:00Z
DOC0000000178,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000485,MAT00102,55972.48,41884.43,ARS,2025-06-27T02:58:00Z
DOC0000000179,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000245,MAT00105,51266.55,43962.97,ARS,2025-06-28T02:59:00Z
DOC0000000180,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000072,MAT00034,18385.49,14679.28,UYU,2025-06-29T03:00:00Z
DOC0000000181,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000249,MAT00020,58117.92,37579.99,UYU,2025-06-30T03:01:00Z
DOC0000000182,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000247,MAT00061,47643.88,32453.06,ARS,2025-07-01T03:02:00Z
DOC0000000183,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000446,MAT00075,25922.34,21064.81,UYU,2025-07-02T03:03:00Z
DOC0000000184,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000051,MAT00035,47240.65,34616.27,ARS,2025-07-03T03:04:00Z
DOC0000000185,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000364,MAT00050,64415.69,50094.72,ARS,2025-07-04T03:05:00Z
DOC0000000186,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000108,MAT00057,13248.00,10489.22,ARS,2025-07-05T03:06:00Z
DOC0000000187,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000485,MAT00045,18930.25,11530.05,UYU,2025-07-06T03:07:00Z
DOC0000000188,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000246,MAT00017,74101.35,46448.79,UYU,2025-07-07T03:08:00Z
DOC0000000189,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000362,MAT00078,47538.82,39483.67,UYU,2025-07-08T03:09:00Z
DOC0000000190,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000188,MAT00014,11971.80,7529.32,ARS,2025-07-09T03:10:00Z
DOC0000000191,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000158,MAT00075,57308.32,33945.84,UYU,2025-07-10T03:11:00Z
DOC0000000192,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000076,MAT00103,33038.98,20052.66,UYU,2025-07-11T03:12:00Z
DOC0000000193,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000014,MAT00089,15166.31,10968.55,ARS,2025-07-12T03:13:00Z
DOC0000000194,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000380,MAT00108,62332.51,52735.83,UYU,2025-07-13T03:14:00Z
DOC0000000195,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000124,MAT00014,6402.53,4544.10,ARS,2025-07-14T03:15:00Z
DOC0000000196,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000377,MAT00007,39435.73,23775.26,ARS,2025-07-15T03:16:00Z
DOC0000000197,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000134,MAT00105,56271.73,49225.61,UYU,2025-07-16T03:17:00Z
DOC0000000198,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000461,MAT00015,48066.34,29244.82,ARS,2025-07-17T03:18:00Z
DOC0000000199,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000414,MAT00077,67902.51,54117.71,UYU,2025-07-18T03:19:00Z
DOC0000000200,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000067,MAT00026,69652.26,58168.08,UYU,2025-07-19T03:20:00Z
DOC0000000201,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000074,MAT00006,45089.66,38659.02,UYU,2025-07-20T03:21:00Z
DOC0000000202,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000332,MAT00012,17174.93,10066.91,UYU,2025-07-21T03:22:00Z
DOC0000000203,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000261,MAT00032,40092.59,35270.35,ARS,2025-07-22T03:23:00Z
DOC0000000204,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000168,MAT00065,28027.89,22460.35,ARS,2025-07-23T03:24:00Z
DOC0000000205,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000480,MAT00105,28621.99,18671.68,ARS,2025-07-24T03:25:00Z
DOC0000000206,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000034,MAT00087,9812.61,7394.92,ARS,2025-07-25T03:26:00Z
DOC0000000207,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000257,MAT00054,16426.69,11849.36,UYU,2025-07-26T03:27:00Z
DOC0000000208,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000449,MAT00037,8625.74,5050.96,ARS,2025-07-27T03:28:00Z
DOC0000000209,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000427,MAT00100,2675.82,2341.75,UYU,2025-07-28T03:29:00Z
DOC0000000210,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000096,MAT00017,38566.25,33720.84,ARS,2025-07-29T03:30:00Z
DOC0000000211,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000331,MAT00063,7361.80,4914.35,UYU,2025-07-30T03:31:00Z
DOC0000000212,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000240,MAT00105,67214.65,49129.77,UYU,2025-07-31T03:32:00Z
DOC0000000213,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000392,MAT00078,54285.59,35766.20,ARS,2025-08-01T03:33:00Z
DOC0000000214,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000071,MAT00026,16248.38,13156.66,ARS,2025-08-02T03:34:00Z
DOC0000000215,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000403,MAT00059,71539.75,47136.62,UYU,2025-08-03T03:35:00Z
DOC0000000216,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000176,MAT00058,40291.93,26491.54,UYU,2025-08-04T03:36:00Z
DOC0000000217,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000475,MAT00111,32530.76,19049.52,ARS,2025-08-05T03:37:00Z
DOC0000000218,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000405,MAT00101,58727.59,42291.88,UYU,2025-08-06T03:38:00Z
DOC0000000219,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000417,MAT00043,34571.77,20314.49,UYU,2025-08-07T03:39:00Z
DOC0000000220,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000209,MAT00013,73060.39,53760.09,ARS,2025-08-08T03:40:00Z
DOC0000000221,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000013,MAT00017,24609.06,14832.91,ARS,2025-08-09T03:41:00Z
DOC0000000222,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000277,MAT00031,44786.58,32392.67,ARS,2025-08-10T03:42:00Z
DOC0000000223,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000084,MAT00097,65317.84,51077.82,UYU,2025-08-11T03:43:00Z
DOC0000000224,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000029,MAT00084,66947.93,48151.22,UYU,2025-08-12T03:44:00Z
DOC0000000225,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000221,MAT00088,12918.94,11274.75,ARS,2025-08-13T03:45:00Z
DOC0000000226,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000344,MAT00018,51485.87,31871.73,ARS,2025-08-14T03:46:00Z
DOC0000000227,2025,11,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000061,MAT00100,73852.24,49758.12,UYU,2025-08-15T03:47:00Z
DOC0000000228,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000166,MAT00046,49643.30,41631.68,ARS,2025-08-16T03:48:00Z
DOC0000000229,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000347,MAT00031,38584.15,27238.03,UYU,2025-08-17T03:49:00Z
DOC0000000230,2025,2,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000171,MAT00061,5184.38,3242.56,UYU,2025-08-18T03:50:00Z
DOC0000000231,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000253,MAT00055,14459.76,10331.08,UYU,2025-08-19T03:51:00Z
DOC0000000232,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000288,MAT00004,35968.38,24845.76,UYU,2025-08-20T03:52:00Z
DOC0000000233,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000130,MAT00055,8429.55,5757.79,ARS,2025-08-21T03:53:00Z
DOC0000000234,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000387,MAT00076,1013.02,863.52,ARS,2025-08-22T03:54:00Z
DOC0000000235,2025,7,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000414,MAT00112,70650.20,43181.24,UYU,2025-08-23T03:55:00Z
DOC0000000236,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000405,MAT00053,49448.32,33685.18,ARS,2025-08-24T03:56:00Z
DOC0000000237,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000081,MAT00082,70708.75,57948.91,UYU,2025-08-25T03:57:00Z
DOC0000000238,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000073,MAT00077,32247.37,22462.08,ARS,2025-08-26T03:58:00Z
DOC0000000239,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000453,MAT00031,33357.96,19356.44,ARS,2025-08-27T03:59:00Z
DOC0000000240,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000171,MAT00061,64819.02,41520.53,UYU,2025-08-28T04:00:00Z
DOC0000000241,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000372,MAT00063,32209.86,25417.30,ARS,2025-08-29T04:01:00Z
DOC0000000242,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000193,MAT00004,37283.78,28540.34,ARS,2025-08-30T04:02:00Z
DOC0000000243,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000369,MAT00101,69047.45,40951.76,ARS,2025-08-31T04:03:00Z
DOC0000000244,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000111,MAT00032,15922.29,11079.35,ARS,2025-09-01T04:04:00Z
DOC0000000245,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000273,MAT00062,26123.44,21259.67,UYU,2025-09-02T04:05:00Z
DOC0000000246,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000109,MAT00090,15985.35,11721.06,UYU,2025-09-03T04:06:00Z
DOC0000000247,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000196,MAT00072,57825.99,37166.13,ARS,2025-09-04T04:07:00Z
DOC0000000248,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000204,MAT00085,21867.70,14045.55,UYU,2025-09-05T04:08:00Z
DOC0000000249,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000031,MAT00029,50240.33,38591.75,ARS,2025-09-06T04:09:00Z
DOC0000000250,2025,10,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000297,MAT00025,1853.25,1237.34,UYU,2025-09-07T04:10:00Z
DOC0000000251,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000233,MAT00011,62220.00,48490.86,ARS,2025-09-08T04:11:00Z
DOC0000000252,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000491,MAT00106,15731.25,9894.22,UYU,2025-09-09T04:12:00Z
DOC0000000253,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000035,MAT00116,44570.27,29138.69,ARS,2025-09-10T04:13:00Z
DOC0000000254,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000266,MAT00120,50886.14,30222.39,ARS,2025-09-11T04:14:00Z
DOC0000000255,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000315,MAT00102,68111.93,59388.92,UYU,2025-09-12T04:15:00Z
DOC0000000256,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000034,MAT00016,20420.56,16339.68,ARS,2025-09-13T04:16:00Z
DOC0000000257,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000326,MAT00023,38244.45,26687.65,ARS,2025-09-14T04:17:00Z
DOC0000000258,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000359,MAT00052,56077.49,46353.78,UYU,2025-09-15T04:18:00Z
DOC0000000259,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000053,MAT00061,65965.76,46688.83,UYU,2025-09-16T04:19:00Z
DOC0000000260,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000250,MAT00003,73313.40,50099.92,UYU,2025-09-17T04:20:00Z
DOC0000000261,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000138,MAT00090,52889.81,33192.06,ARS,2025-09-18T04:21:00Z
DOC0000000262,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000037,MAT00074,24225.81,15684.35,ARS,2025-09-19T04:22:00Z
DOC0000000263,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000318,MAT00077,64327.45,42383.44,UYU,2025-09-20T04:23:00Z
DOC0000000264,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000059,MAT00088,58860.92,41850.29,UYU,2025-09-21T04:24:00Z
DOC0000000265,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000137,MAT00006,26804.64,21147.69,ARS,2025-09-22T04:25:00Z
DOC0000000266,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000103,MAT00033,62434.16,52433.59,UYU,2025-09-23T04:26:00Z
DOC0000000267,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000166,MAT00089,32112.92,22218.58,ARS,2025-09-24T04:27:00Z
DOC0000000268,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000488,MAT00008,48503.09,34173.15,UYU,2025-09-25T04:28:00Z
DOC0000000269,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000211,MAT00002,39179.16,28687.29,UYU,2025-09-26T04:29:00Z
DOC0000000270,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000228,MAT00115,25685.65,15686.15,ARS,2025-09-27T04:30:00Z
DOC0000000271,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000409,MAT00035,13507.39,9933.81,UYU,2025-09-28T04:31:00Z
DOC0000000272,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000070,MAT00107,62739.20,42828.13,UYU,2025-09-29T04:32:00Z
DOC0000000273,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000416,MAT00104,6142.95,3777.46,ARS,2025-09-30T04:33:00Z
DOC0000000274,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000090,MAT00018,73476.66,49440.42,ARS,2025-10-01T04:34:00Z
DOC0000000275,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000008,MAT00019,57787.34,40408.37,ARS,2025-10-02T04:35:00Z
DOC0000000276,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000264,MAT00095,7331.31,4832.46,UYU,2025-10-03T04:36:00Z
DOC0000000277,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000294,MAT00097,40016.77,26436.13,UYU,2025-10-04T04:37:00Z
DOC0000000278,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000264,MAT00014,34641.22,29813.60,ARS,2025-10-05T04:38:00Z
DOC0000000279,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000437,MAT00080,74561.21,62361.15,UYU,2025-10-06T04:39:00Z
DOC0000000280,2025,4,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000198,MAT00015,60431.02,46433.53,UYU,2025-10-07T04:40:00Z
DOC0000000281,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000487,MAT00009,44485.07,33829.30,UYU,2025-10-08T04:41:00Z
DOC0000000282,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000372,MAT00055,73404.46,53571.04,UYU,2025-10-09T04:42:00Z
DOC0000000283,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000361,MAT00083,43816.64,38259.89,UYU,2025-10-10T04:43:00Z
DOC0000000284,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000007,MAT00090,4082.54,2915.12,ARS,2025-10-11T04:44:00Z
DOC0000000285,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000467,MAT00120,73283.44,52674.45,ARS,2025-10-12T04:45:00Z
DOC0000000286,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000006,MAT00066,47670.52,37797.16,UYU,2025-10-13T04:46:00Z
DOC0000000287,2025,11,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000189,MAT00032,66244.66,46207.99,UYU,2025-10-14T04:47:00Z
DOC0000000288,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000148,MAT00057,38407.82,26220.11,ARS,2025-10-15T04:48:00Z
DOC0000000289,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000227,MAT00038,67101.31,56583.56,ARS,2025-10-16T04:49:00Z
DOC0000000290,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000087,MAT00097,72771.93,56658.37,ARS,2025-10-17T04:50:00Z
DOC0000000291,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000041,MAT00013,73327.06,51390.48,UYU,2025-10-18T04:51:00Z
DOC0000000292,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000177,MAT00026,73542.51,57913.80,UYU,2025-10-19T04:52:00Z
DOC0000000293,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000049,MAT00016,20906.02,13004.93,UYU,2025-10-20T04:53:00Z
DOC0000000294,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000112,MAT00041,50017.62,43119.37,UYU,2025-10-21T04:54:00Z
DOC0000000295,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000316,MAT00002,42441.60,36980.71,UYU,2025-10-22T04:55:00Z
DOC0000000296,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000259,MAT00079,47155.54,30961.34,UYU,2025-10-23T04:56:00Z
DOC0000000297,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000216,MAT00094,25856.26,20378.63,UYU,2025-10-24T04:57:00Z
DOC0000000298,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000463,MAT00088,67385.21,39303.23,ARS,2025-10-25T04:58:00Z
DOC0000000299,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000089,MAT00016,41532.56,29373.80,ARS,2025-10-26T04:59:00Z
DOC0000000300,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000424,MAT00006,55814.43,42721.66,ARS,2025-10-27T05:00:00Z
DOC0000000301,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000330,MAT00103,69188.60,54874.53,ARS,2025-10-28T05:01:00Z
DOC0000000302,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000372,MAT00091,54667.82,43835.93,ARS,2025-10-29T05:02:00Z
DOC0000000303,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000290,MAT00002,57490.45,45182.37,ARS,2025-10-30T05:03:00Z
DOC0000000304,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000358,MAT00095,66452.55,41033.86,ARS,2025-10-31T05:04:00Z
DOC0000000305,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000028,MAT00112,27271.92,16934.50,ARS,2025-11-01T05:05:00Z
DOC0000000306,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000390,MAT00082,61727.21,53951.52,ARS,2025-11-02T05:06:00Z
DOC0000000307,2025,7,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000138,MAT00016,67135.41,43310.47,UYU,2025-11-03T05:07:00Z
DOC0000000308,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000370,MAT00087,23039.78,18197.45,ARS,2025-11-04T05:08:00Z
DOC0000000309,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000132,MAT00006,53325.46,43660.61,ARS,2025-11-05T05:09:00Z
DOC0000000310,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000160,MAT00010,18124.21,12448.82,UYU,2025-11-06T05:10:00Z
DOC0000000311,2025,11,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000014,MAT00097,19594.85,14658.76,UYU,2025-11-07T05:11:00Z
DOC0000000312,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000171,MAT00032,40191.46,23631.18,ARS,2025-11-08T05:12:00Z
DOC0000000313,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000081,MAT00080,37161.09,32567.39,ARS,2025-11-09T05:13:00Z
DOC0000000314,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000253,MAT00051,40311.97,31362.67,UYU,2025-11-10T05:14:00Z
DOC0000000315,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000074,MAT00105,31278.03,18632.23,UYU,2025-11-11T05:15:00Z
DOC0000000316,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000209,MAT00019,44900.98,32780.97,UYU,2025-11-12T05:16:00Z
DOC0000000317,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000144,MAT00027,31290.55,21044.98,ARS,2025-11-13T05:17:00Z
DOC0000000318,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000494,MAT00005,32936.04,24689.48,ARS,2025-11-14T05:18:00Z
DOC0000000319,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000367,MAT00113,63229.18,52890.29,UYU,2025-11-15T05:19:00Z
DOC0000000320,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000334,MAT00003,34177.44,26617.88,UYU,2025-11-16T05:20:00Z
DOC0000000321,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000125,MAT00053,2812.78,1710.72,UYU,2025-11-17T05:21:00Z
DOC0000000322,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000256,MAT00094,64007.00,39707.51,ARS,2025-11-18T05:22:00Z
DOC0000000323,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000294,MAT00076,63242.13,49646.85,UYU,2025-11-19T05:23:00Z
DOC0000000324,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000480,MAT00091,69484.02,43816.89,ARS,2025-11-20T05:24:00Z
DOC0000000325,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000401,MAT00117,49254.63,37039.36,UYU,2025-11-21T05:25:00Z
DOC0000000326,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000054,MAT00070,21121.31,17547.15,ARS,2025-11-22T05:26:00Z
DOC0000000327,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000322,MAT00088,24299.41,20154.87,ARS,2025-11-23T05:27:00Z
DOC0000000328,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000448,MAT00001,41042.14,35355.46,UYU,2025-11-24T05:28:00Z
DOC0000000329,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000376,MAT00035,27352.37,16850.42,UYU,2025-11-25T05:29:00Z
DOC0000000330,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000353,MAT00040,31501.25,27414.86,UYU,2025-11-26T05:30:00Z
DOC0000000331,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000360,MAT00053,42323.20,33338.94,UYU,2025-11-27T05:31:00Z
DOC0000000332,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000495,MAT00075,7062.94,6092.87,UYU,2025-11-28T05:32:00Z
DOC0000000333,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000384,MAT00073,53009.01,40365.44,UYU,2025-11-29T05:33:00Z
DOC0000000334,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000210,MAT00081,51750.07,34581.81,UYU,2025-11-30T05:34:00Z
DOC0000000335,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000319,MAT00037,62322.05,47083.91,ARS,2025-12-01T05:35:00Z
DOC0000000336,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000408,MAT00024,5132.51,4179.48,ARS,2025-12-02T05:36:00Z
DOC0000000337,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000085,MAT00062,39375.02,23948.54,ARS,2025-12-03T05:37:00Z
DOC0000000338,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000447,MAT00113,57741.58,42751.85,ARS,2025-12-04T05:38:00Z
DOC0000000339,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000389,MAT00090,30347.24,22972.88,UYU,2025-12-05T05:39:00Z
DOC0000000340,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000204,MAT00063,62414.07,49749.62,ARS,2025-12-06T05:40:00Z
DOC0000000341,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000374,MAT00041,70819.21,54767.72,UYU,2025-12-07T05:41:00Z
